gene	gene_id	scaffold	auxiliary_score	amg_flags	gene_description	module	sheet	header	subheader	potential_amg	gene_id_origin	metabolism	reference	verified
WATLvirus_00272664-cat_2_5	K00525	WATLvirus_00272664-cat_2	3	MKEF	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	MISC	Information systems	Nucleotide	True	genome_summary_form			
WATLvirus_00272790-cat_2_6	K00558	WATLvirus_00272790-cat_2	3	MF	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Methionine degradation	Organic Nitrogen	Amino Acid		True	genome_summary_form			
WATLvirus_00273021-cat_1_5	K00558	WATLvirus_00273021-cat_1	2	MF	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Methionine degradation	Organic Nitrogen	Amino Acid		True	genome_summary_form			
WATLvirus_00273036-cat_2_5	K00525	WATLvirus_00273036-cat_2	3	MKEF	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	MISC	Information systems	Nucleotide	True	genome_summary_form			
WATLvirus_00273289-cat_2_5	K00525	WATLvirus_00273289-cat_2	3	MKEF	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	MISC	Information systems	Nucleotide	True	genome_summary_form			
WATLvirus_00273299-cat_2_4	K00560	WATLvirus_00273299-cat_2	3	MF	thymidylate synthase [EC:2.1.1.45] [RN:R02101]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	MISC	Information systems	Nucleotide	True	genome_summary_form			
WATLvirus_00273379-cat_2_3	K00558	WATLvirus_00273379-cat_2	3	MF	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Methionine degradation	Organic Nitrogen	Amino Acid		True	genome_summary_form			
WATLvirus_00273479-cat_2_5	K00525	WATLvirus_00273479-cat_2	3	MKEF	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	MISC	Information systems	Nucleotide	True	genome_summary_form			
WATLvirus_00273491-cat_1_5	K00526	WATLvirus_00273491-cat_1	2	MKEF	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	MISC	Information systems	Nucleotide	True	genome_summary_form			
WATLvirus_00273534-cat_2_5	K00525	WATLvirus_00273534-cat_2	3	MKEF	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	MISC	Information systems	Nucleotide	True	genome_summary_form			
WATLvirus_00273851-cat_2_4	K09882	WATLvirus_00273851-cat_2	3	MF	cobS; cobaltochelatase CobS [EC:6.6.1.2]	Cobalamin biosynthesis, precorrin2 => cobinamide	MISC	aerobic corrin ring synthesis		True	genome_summary_form			
WATLvirus_00297763-cat_1_60	K00525	WATLvirus_00297763-cat_1	2	MKE	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	MISC	Information systems	Nucleotide	True	genome_summary_form			
WATLvirus_00297763-cat_1_61	K00526	WATLvirus_00297763-cat_1	2	MKE	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	MISC	Information systems	Nucleotide	True	genome_summary_form			
WATLvirus_00297767-cat_1_41	K01494	WATLvirus_00297767-cat_1	1	M	dCTP deaminase [EC:3.5.4.13] [RN:R02325]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	MISC	Information systems	Nucleotide	True	genome_summary_form			
WATLvirus_00297767-cat_1_46	K00525	WATLvirus_00297767-cat_1	1	MKE	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	MISC	Information systems	Nucleotide	True	genome_summary_form			
WATLvirus_00297777-cat_1_19	K00525	WATLvirus_00297777-cat_1	2	MKE	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	MISC	Information systems	Nucleotide	True	genome_summary_form			
WATLvirus_00297778-cat_1_34	K09883	WATLvirus_00297778-cat_1	2	MKF	cobT; cobaltochelatase CobT [EC:6.6.1.2]	Cobalamin biosynthesis, precorrin2 => cobinamide	MISC	aerobic corrin ring synthesis		True	genome_summary_form			
WATLvirus_00297778-cat_1_35	K09882	WATLvirus_00297778-cat_1	2	MF	cobS; cobaltochelatase CobS [EC:6.6.1.2]	Cobalamin biosynthesis, precorrin2 => cobinamide	MISC	aerobic corrin ring synthesis		True	genome_summary_form			
WATLvirus_00297885-cat_2_15	K00525	WATLvirus_00297885-cat_2	3	MKEF	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	MISC	Information systems	Nucleotide	True	genome_summary_form			
WATLvirus_00297909-cat_2_7	K00525	WATLvirus_00297909-cat_2	3	MKEF	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	MISC	Information systems	Nucleotide	True	genome_summary_form			
WATLvirus_00298079-cat_2_4	K02970	WATLvirus_00298079-cat_2	3	MF	small subunit ribosomal protein S21	Ribosome, bacteria	MISC	Information systems		True	genome_summary_form			
WATLvirus_00298181-cat_2_6	K00525	WATLvirus_00298181-cat_2	3	MKEF	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	MISC	Information systems	Nucleotide	True	genome_summary_form			
WATLvirus_00305841-cat_2_20	K00560	WATLvirus_00305841-cat_2	3	M	thymidylate synthase [EC:2.1.1.45] [RN:R02101]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	MISC	Information systems	Nucleotide	True	genome_summary_form			
WATLvirus_00305841-cat_2_42	K01494	WATLvirus_00305841-cat_2	3	M	dCTP deaminase [EC:3.5.4.13] [RN:R02325]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	MISC	Information systems	Nucleotide	True	genome_summary_form			
WATLvirus_00305841-cat_2_45	K00525	WATLvirus_00305841-cat_2	3	MKE	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	MISC	Information systems	Nucleotide	True	genome_summary_form			
WATLvirus_00305841-cat_2_87	GT2	WATLvirus_00305841-cat_2	3	M	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)	GlycosylTransferases	carbon utilization	CAZY		True	genome_summary_form			
WATLvirus_00305847-cat_2_42	K01520	WATLvirus_00305847-cat_2	3	MT	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	MISC	Information systems	Nucleotide	True	genome_summary_form			
WATLvirus_00305922-cat_2_4	K00525	WATLvirus_00305922-cat_2	3	MKEF	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	MISC	Information systems	Nucleotide	True	genome_summary_form			
WATLvirus_00305967-cat_1_2	U69	WATLvirus_00305967-cat_1	2	MF	Self-processing occurs at the Ser846|+|Ala bond.	Self-processing peptidases	Organic Nitrogen	Peptidase		True	genome_summary_form			
WATLvirus_00306112-cat_2_6	K01784	WATLvirus_00306112-cat_2	3	MKF	GALE; UDP-Glc -> UDP-Gal [EC:5.1.3.2]	Nucleotide sugar biosynthesis, eukaryotes	MISC	Information systems	Nucleotide	True	genome_summary_form			
WATLvirus_00306112-cat_2_6	K01784	WATLvirus_00306112-cat_2	3	MKF	UDP-glucose 4-epimerase [EC:5.1.3.2] [RN:R00291]	Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P	carbon utilization	central carbon	glycolysis	True	genome_summary_form			
WATLvirus_00306112-cat_2_6	K01784	WATLvirus_00306112-cat_2	3	MKF	UDP-glucose 4-epimerase	Galactose metabolism	carbon utilization (Woodcroft)	sugar utilization (woodcroft)	galactose degradation	True	genome_summary_form			
WATLvirus_00306835-cat_2_10	K01520	WATLvirus_00306835-cat_2	3	MF	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	MISC	Information systems	Nucleotide	True	genome_summary_form			
WATLvirus_00306885-cat_2_9	K00525	WATLvirus_00306885-cat_2	3	MKEF	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	MISC	Information systems	Nucleotide	True	genome_summary_form			
WATLvirus_00306927-cat_2_4	K00525	WATLvirus_00306927-cat_2	3	MKEF	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	MISC	Information systems	Nucleotide	True	genome_summary_form			
WATLvirus_00306927-cat_2_5	K00526	WATLvirus_00306927-cat_2	3	MKEF	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	MISC	Information systems	Nucleotide	True	genome_summary_form			
WATLvirus_00307209-cat_2_9	K00526	WATLvirus_00307209-cat_2	3	MKEF	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	MISC	Information systems	Nucleotide	True	genome_summary_form			
WATLvirus_00307283-cat_1_7	K01520	WATLvirus_00307283-cat_1	2	MF	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	MISC	Information systems	Nucleotide	True	genome_summary_form			
WATLvirus_00307283-cat_1_8	K00525	WATLvirus_00307283-cat_1	2	MKEF	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	MISC	Information systems	Nucleotide	True	genome_summary_form			
WATLvirus_00307730-cat_1_76	K00560	WATLvirus_00307730-cat_1	2	M	thymidylate synthase [EC:2.1.1.45] [RN:R02101]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	MISC	Information systems	Nucleotide	True	genome_summary_form			
WATLvirus_00307730-cat_1_109	K01494	WATLvirus_00307730-cat_1	2	MF	dCTP deaminase [EC:3.5.4.13] [RN:R02325]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	MISC	Information systems	Nucleotide	True	genome_summary_form			
WATLvirus_00308059-cat_1_50	K00558	WATLvirus_00308059-cat_1	2	MF	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Methionine degradation	Organic Nitrogen	Amino Acid		True	genome_summary_form			
WATLvirus_00308109-cat_2_3	K00525	WATLvirus_00308109-cat_2	3	MKEF	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	MISC	Information systems	Nucleotide	True	genome_summary_form			
WATLvirus_00308141-cat_2_3	K02703	WATLvirus_00308141-cat_2	3	MKEF	psbA; photosystem II reaction center D1 protein [EC:1.10.3.9]	Photosystem II	Energy	Photosynthesis		True	genome_summary_form			
WATLvirus_00308199-cat_2_2	K01520	WATLvirus_00308199-cat_2	3	MF	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	MISC	Information systems	Nucleotide	True	genome_summary_form			
WATLvirus_00308390-cat_2_3	K00798	WATLvirus_00308390-cat_2	3	MKF	MMAB, pduO; cob(I)alamin adenosyltransferase [EC:2.5.1.17]	Cobalamin biosynthesis, cobinamide => cobalamin	MISC	ADO-CBL synthesis		True	genome_summary_form			
WATLvirus_00308390-cat_2_3	K00798	WATLvirus_00308390-cat_2	3	MKF	MMAB, pduO; cob(I)alamin adenosyltransferase [EC:2.5.1.17]	Cobalamin biosynthesis, cobinamide => cobalamin	MISC	ADO-CBL synthesis		True	genome_summary_form			
WATLvirus_00308465-cat_2_5	K00558	WATLvirus_00308465-cat_2	3	MF	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Methionine degradation	Organic Nitrogen	Amino Acid		True	genome_summary_form			
WATLvirus_00308952-cat_2_8	K00526	WATLvirus_00308952-cat_2	3	MKEF	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	MISC	Information systems	Nucleotide	True	genome_summary_form			
WATLvirus_00309260-cat_2_6	K00525	WATLvirus_00309260-cat_2	3	MKEF	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	MISC	Information systems	Nucleotide	True	genome_summary_form			
WATLvirus_00309422-cat_2_6	K00425	WATLvirus_00309422-cat_2	3	MKF	cytochrome bd ubiquinol oxidase subunit I [EC:1.10.3.14]	Cytochrome bd ubiquinol oxidase	Energy	Oxygen		True	genome_summary_form			
WATLvirus_00309486-cat_2_14	K01520	WATLvirus_00309486-cat_2	3	MF	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	MISC	Information systems	Nucleotide	True	genome_summary_form			
WATLvirus_00309907-cat_2_9	K00558	WATLvirus_00309907-cat_2	3	MF	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Methionine degradation	Organic Nitrogen	Amino Acid		True	genome_summary_form			
WATLvirus_00310245-cat_2_7	K01784	WATLvirus_00310245-cat_2	3	MKF	GALE; UDP-Glc -> UDP-Gal [EC:5.1.3.2]	Nucleotide sugar biosynthesis, eukaryotes	MISC	Information systems	Nucleotide	True	genome_summary_form			
WATLvirus_00310245-cat_2_7	K01784	WATLvirus_00310245-cat_2	3	MKF	UDP-glucose 4-epimerase [EC:5.1.3.2] [RN:R00291]	Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P	carbon utilization	central carbon	glycolysis	True	genome_summary_form			
WATLvirus_00310245-cat_2_7	K01784	WATLvirus_00310245-cat_2	3	MKF	UDP-glucose 4-epimerase	Galactose metabolism	carbon utilization (Woodcroft)	sugar utilization (woodcroft)	galactose degradation	True	genome_summary_form			
WATLvirus_00310252-cat_2_2	K00525	WATLvirus_00310252-cat_2	3	MKEF	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	MISC	Information systems	Nucleotide	True	genome_summary_form			
WATLvirus_00310728-cat_2_6	K00558	WATLvirus_00310728-cat_2	3	MF	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Methionine degradation	Organic Nitrogen	Amino Acid		True	genome_summary_form			
WATLvirus_00310857-cat_1_6	K00525	WATLvirus_00310857-cat_1	2	MKEF	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	MISC	Information systems	Nucleotide	True	genome_summary_form			
WATLvirus_00310857-cat_1_7	K00526	WATLvirus_00310857-cat_1	2	MKEF	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	MISC	Information systems	Nucleotide	True	genome_summary_form			
WATLvirus_00310860-cat_2_5	K00558	WATLvirus_00310860-cat_2	3	MF	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Methionine degradation	Organic Nitrogen	Amino Acid		True	genome_summary_form			
WATLvirus_00311081-cat_2_17	K01494	WATLvirus_00311081-cat_2	3	MF	dCTP deaminase [EC:3.5.4.13] [RN:R02325]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	MISC	Information systems	Nucleotide	True	genome_summary_form			
WATLvirus_00311194-cat_2_3	K00558	WATLvirus_00311194-cat_2	3	MF	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Methionine degradation	Organic Nitrogen	Amino Acid		True	genome_summary_form			
WATLvirus_00312438-cat_2_2	U69	WATLvirus_00312438-cat_2	3	MF	Self-processing occurs at the Ser846|+|Ala bond.	Self-processing peptidases	Organic Nitrogen	Peptidase		True	genome_summary_form			
WATLvirus_00312438-cat_2_3	U69	WATLvirus_00312438-cat_2	3	MF	Self-processing occurs at the Ser846|+|Ala bond.	Self-processing peptidases	Organic Nitrogen	Peptidase		True	genome_summary_form			
WATLvirus_00312823-cat_2_7	K01494	WATLvirus_00312823-cat_2	3	MF	dCTP deaminase [EC:3.5.4.13] [RN:R02325]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	MISC	Information systems	Nucleotide	True	genome_summary_form			
WATLvirus_00312935-cat_2_12	K00525	WATLvirus_00312935-cat_2	3	MKEF	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	MISC	Information systems	Nucleotide	True	genome_summary_form			
WATLvirus_00313099-cat_2_17	K00525	WATLvirus_00313099-cat_2	3	MKEF	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	MISC	Information systems	Nucleotide	True	genome_summary_form			
WATLvirus_00313270-cat_2_16	K02935	WATLvirus_00313270-cat_2	3	MF	large subunit ribosomal protein L7/L12	Ribosome, bacteria	MISC	Information systems		True	genome_summary_form			
WATLvirus_00313306-cat_2_2	K09882	WATLvirus_00313306-cat_2	3	MF	cobS; cobaltochelatase CobS [EC:6.6.1.2]	Cobalamin biosynthesis, precorrin2 => cobinamide	MISC	aerobic corrin ring synthesis		True	genome_summary_form			
WATLvirus_00313427-cat_1_16	K00558	WATLvirus_00313427-cat_1	2	MT	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Methionine degradation	Organic Nitrogen	Amino Acid		True	genome_summary_form			
WATLvirus_00313602-cat_1_4	K01494	WATLvirus_00313602-cat_1	2	MF	dCTP deaminase [EC:3.5.4.13] [RN:R02325]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	MISC	Information systems	Nucleotide	True	genome_summary_form			
WATLvirus_00314159-cat_2_11	PL1	WATLvirus_00314159-cat_2	3	MF	PL1 pectate lyase (EC 4.2.2.2); exo-pectate lyase (EC 4.2.2.9); pectin lyase (EC 4.2.2.10).	Polysaccharide Lyases	carbon utilization	CAZY	Pectin Backbone Cleavage	True	genome_summary_form			
WATLvirus_00314200-cat_1_12	K02970	WATLvirus_00314200-cat_1	2	MF	small subunit ribosomal protein S21	Ribosome, bacteria	MISC	Information systems		True	genome_summary_form			
WATLvirus_00314242-cat_2_6	K00525	WATLvirus_00314242-cat_2	3	MKEF	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	MISC	Information systems	Nucleotide	True	genome_summary_form			
WATLvirus_00314594-cat_2_7	K00558	WATLvirus_00314594-cat_2	3	MF	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Methionine degradation	Organic Nitrogen	Amino Acid		True	genome_summary_form			
WATLvirus_00314980-cat_2_9	K00525	WATLvirus_00314980-cat_2	3	MKEF	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	MISC	Information systems	Nucleotide	True	genome_summary_form			
WATLvirus_00315026-cat_2_3	K00525	WATLvirus_00315026-cat_2	3	MKEF	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	MISC	Information systems	Nucleotide	True	genome_summary_form			
WATLvirus_00315039-cat_1_11	K01494	WATLvirus_00315039-cat_1	2	MF	dCTP deaminase [EC:3.5.4.13] [RN:R02325]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	MISC	Information systems	Nucleotide	True	genome_summary_form			
WATLvirus_00315050-cat_2_5	K01520	WATLvirus_00315050-cat_2	3	MF	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	MISC	Information systems	Nucleotide	True	genome_summary_form			
WATLvirus_00315062-cat_2_7	K00560	WATLvirus_00315062-cat_2	3	MF	thymidylate synthase [EC:2.1.1.45] [RN:R02101]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	MISC	Information systems	Nucleotide	True	genome_summary_form			
WATLvirus_00315274-cat_2_7	K00558	WATLvirus_00315274-cat_2	3	MF	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Methionine degradation	Organic Nitrogen	Amino Acid		True	genome_summary_form			
WATLvirus_00315377-cat_2_8	K00525	WATLvirus_00315377-cat_2	3	MKEF	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	MISC	Information systems	Nucleotide	True	genome_summary_form			
WATLvirus_00315710-cat_2_2	K00558	WATLvirus_00315710-cat_2	3	MF	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Methionine degradation	Organic Nitrogen	Amino Acid		True	genome_summary_form			
WATLvirus_00316225-cat_2_4	K01666	WATLvirus_00316225-cat_2	3	MKF	4-hydroxy 2-oxovalerate aldolase [EC:4.1.3.39] [RN:R00750]	Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA	carbon utilization	hydrocarbon degradation		True	genome_summary_form			
WATLvirus_00316225-cat_2_4	K01666	WATLvirus_00316225-cat_2	3	MKF	4-hydroxy 2-oxovalerate aldolase [EC:4.1.3.39] [RN:R00750]	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA	carbon utilization	hydrocarbon degradation		True	genome_summary_form			
