contig_id,Average_pI,realm,kingdom,phylum,class,order,family
NODE_5146_length_5690_cov_16.261579,4.8478204727172844,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Kyanoviridae
NODE_1478_length_3966_cov_8.588085,4.725446128845214,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_1404_length_8194_cov_8.517754,4.524221897125244,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_2744275,7.508074092864989,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_937329,5.366646766662597,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_1629_length_6052_cov_38.787560,6.030867195129394,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_1122189,5.192207908630371,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_2134_length_8336_cov_29.622509,6.03221523284912,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_2087703,5.337602043151855,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_1016_length_8987_cov_8.947828,6.820692698160808,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_1649567,6.772342414855958,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_1218_length_8080_cov_12.246106,4.549472618103026,Monodnaviria,Trapavirae,Saleviricota,Huolimaviricetes,Haloruvirales,Pleolipoviridae
NODE_1444_length_4011_cov_10.211830,4.763528251647949,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_1542_length_5401_cov_8.624018,5.035313351949055,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_79705,11.28301486968994,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_1381063,4.558197402954102,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_239_length_11066_cov_8.414949,6.111985697065081,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_2044_length_5312_cov_6.955107,7.03303337097168,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_855355,4.713396263122559,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Kyanoviridae,Unclassified Kyanoviridae
genomad_k141_110077,4.706717681884765,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_3583_length_6568_cov_8.737141,8.112259292602538,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_2628_length_3746_cov_9.070983,6.4165449142456055,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_1454_length_7027_cov_6.545468,5.710545349121094,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_2227_length_6404_cov_11.109151,4.1222139358520495,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_35_length_90641_cov_74.635683,4.938355767099479,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_1910802,6.41238981882731,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_2973_length_4695_cov_6.942672,4.360937690734864,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_7425_length_4098_cov_4.738313,4.689883867899576,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_2606683,4.0500284194946286,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_2548554,5.902070045471191,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_2017_length_9359_cov_10.619626,10.779065513610842,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_1778_length_6500_cov_9.260667,6.112962023417154,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_2273_length_8010_cov_12.699183,4.85090872446696,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_2171650,6.927943356831868,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_7217_length_3902_cov_5.732519,4.9837035497029625,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_2585240,4.627072048187255,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_3920_length_3717_cov_8.190606,5.353261184692382,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_9044_length_3948_cov_13.973542,4.578915214538575,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_3028418,6.824862384796143,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_3181_length_3991_cov_12.186230,4.971729469299316,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_2010_length_4255_cov_217.073095,5.230233192443847,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_2497888,4.0500284194946286,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_612361,4.151969146728515,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_281932,5.324202001094817,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_744655,5.185463015238444,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_2461878,6.935852050781251,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_1317997,7.426069221496581,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_198_length_6042_cov_6.419409,9.396347618103023,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae
NODE_6505_length_4484_cov_5.203432,5.031154632568358,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_880_length_9489_cov_28.396332,6.257323973519462,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_124311,7.870058631896972,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_30_length_55233_cov_30.816974,4.708476532830132,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_1039_length_6446_cov_48.463464,7.160814857482909,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_3452816,4.0500284194946286,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_984915,6.255828094482422,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_8065_length_3887_cov_44.203549,6.7689449310302745,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_3019_length_4150_cov_58.830281,9.10567741394043,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_2456781,4.757077026367187,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_1322_length_7600_cov_13.498873,5.869956016540527,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_3509812,4.176438331604004,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_3265_length_4015_cov_6.685859,6.321362419128417,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_4553_length_5597_cov_5.310177,4.796665382385254,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_4017_length_3637_cov_45.981854,4.358938852945964,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_33_length_55055_cov_25.613709,5.823108933188698,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_489112,4.931999015808104,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_3819_length_6285_cov_5.294543,10.59965000152588,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_4469_length_5659_cov_19.868665,4.571355628967285,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_2045_length_3914_cov_6.329360,4.278492736816406,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Thumleimavirales,Hafunaviridae
genomad_k141_1999983,4.899089241027832,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_1719_length_6133_cov_7.193485,4.539412117004395,,,,Unclassified,Unclassified,Unclassified
NODE_5883_length_3930_cov_5.601032,4.0500284194946286,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_2750374,4.233376789093017,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_2626_length_5019_cov_10.236503,4.933192634582518,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_3002554,4.977242851257324,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_3337557,6.002978197733561,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_1732_length_3677_cov_12.957206,4.8312661170959466,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_2654106,6.873457254682269,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_4490_length_3718_cov_4.631996,5.248421669006347,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_4180_length_3537_cov_19.821654,4.4671555519104,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_953903,6.569643974304199,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_1490_length_5131_cov_5.553980,5.610599708557129,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_1413_length_8095_cov_8.932338,5.718410491943359,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_178334,5.040504646301269,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_1930_length_4334_cov_7.461089,4.573941802978516,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_8499_length_3503_cov_5.221578,5.72688684463501,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_7218_length_4181_cov_7.524479,6.513812255859377,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_5570_length_4037_cov_7.997991,8.49540195465088,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_3202_length_5322_cov_6.392633,4.0500284194946286,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_2804_length_3668_cov_13.938278,5.633875274658204,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_2986840,4.58550853729248,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_476313,7.425581932067871,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_3806_length_5863_cov_251.379649,6.896763165791829,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae
NODE_4538_length_4467_cov_8.497960,5.216705513000488,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_8671_length_3712_cov_4.077112,9.386870765686034,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_3626444,4.5865884780883786,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_4080_length_3591_cov_5.990385,9.18231258392334,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_2515479,7.685967826843262,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_3030_length_6714_cov_7.144917,6.1553951899210615,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_1278808,6.855231920878094,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_85637,4.669573402404786,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_2345001,6.53821471532186,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_1793486,5.984053069666812,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_2983092,4.759379005432128,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_2079_length_4190_cov_7.904958,5.118999290466308,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_3447_length_4152_cov_10.287283,4.735108757019042,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_1175_length_6495_cov_39.606366,6.603696060180663,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_1230_length_9809_cov_12.112467,4.569650459289551,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_1714_length_6652_cov_5.826891,7.5247407913208,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_718_length_5498_cov_16.805989,5.48191623687744,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Drexlerviridae
genomad_k141_742754,5.1434684753417965,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_3466796,5.039689954121907,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_3335181,8.81633029937744,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_3653959,6.92790012359619,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_1746287,6.402423667907715,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_1091948,9.216416358947754,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_790174,9.471453285217288,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_173_length_32765_cov_23.122990,5.840247832404242,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_2852393,6.075604947408041,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_2329_length_6272_cov_11.151359,6.826215171813964,,,,Unclassified,Unclassified,Unclassified
genomad_k141_1553154,6.232134056091309,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_2682795,4.502267837524414,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_1558001,5.603264122009277,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_681079,5.023282432556152,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_1173715,9.297904396057133,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
