metagenome_origin	seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
220812_MW_F9_DNA_Brine_contigs_plasmid_summary.tsv	NODE_717139_length_146_cov_76.758242	146	No terminal repeats	1	11	0.788	NA	1	0.9934	NA	NA
220813_LF_F9_DNA_Brine_contigs_plasmid_summary.tsv	NODE_349793_length_146_cov_92.120879	146	No terminal repeats	1	11	0.788	NA	1	0.9934	NA	NA
220814_MW_F9_DNA_Brine_C_contigs_plasmid_summary.tsv	NODE_402443_length_146_cov_177.197802	146	No terminal repeats	1	11	0.805	NA	1	0.9934	NA	NA
220812_MW_F9_DNA_Brine_contigs_plasmid_summary.tsv	NODE_717315_length_146_cov_7.714286	146	No terminal repeats	1	15	0.9278	NA	1	0.663	NA	NA
220807_BK_F8_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_1622384_length_147_cov_24.891304	147	No terminal repeats	2	11	0.7194	NA	1	0.9869	NA	NA
220808_BK_F13_DNA_sed_core_contigs_plasmid_summary.tsv	NODE_3573279_length_147_cov_39.847826	147	No terminal repeats	1	11	0.7895	NA	1	1.0283	NA	NA
220813_LF_F9_DNA_Brine_contigs_plasmid_summary.tsv	NODE_349562_length_147_cov_2.326087	147	No terminal repeats	1	11	0.9509	NA	1	1.7016	NA	NA
220816_LF_B7_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_1520145_length_147_cov_8.239130	147	No terminal repeats	1	11	0.9813	NA	1	1.6999	T_virB2	NA
220806_BK_F6E_DNA_mat_orange_contigs_plasmid_summary.tsv	NODE_1704940_length_148_cov_3.612903	148	No terminal repeats	1	11	0.9186	NA	1	0.9172	NA	NA
220815_LF_B2_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_1307255_length_149_cov_29.691489	149	No terminal repeats	1	11	0.7818	NA	1	1.7156	NA	NA
220811_JW_F18_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_1348281_length_149_cov_126.244681	149	No terminal repeats	1	11	0.843	NA	1	1.314	T_virB3	NA
220815_LF_B2_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_1307594_length_149_cov_1.042553	149	No terminal repeats	1	11	0.9275	NA	1	1.7118	NA	NA
220808_BK_F10_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_1288802_length_149_cov_17.617021	149	No terminal repeats	1	11	0.952	NA	1	1.2389	NA	NA
220811_JW_F21_DNA_Brine_contigs_plasmid_summary.tsv	NODE_524091_length_149_cov_11.414894	149	No terminal repeats	1	11	0.952	NA	1	1.2389	NA	NA
220808_BK_F9_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_1574059_length_149_cov_4.882979	149	No terminal repeats	1	11	0.9526	NA	1	1.2389	NA	NA
220808_BK_F15_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_3249777_length_150_cov_2.421053	150	No terminal repeats	1	11	0.7862	NA	1	1.7156	NA	NA
220808_BK_F14_DNA_mat_dualtone_contigs_plasmid_summary.tsv	NODE_1857824_length_150_cov_26.957895	150	No terminal repeats	1	11	0.9577	NA	1	1.6385	NA	NA
220808_BK_F13_DNA_mat_green_contigs_plasmid_summary.tsv	NODE_2487650_length_150_cov_11.610526	150	No terminal repeats	1	11	0.9728	NA	1	1.6385	NA	NA
220806_BK_F6E_DNA_sed_beige_contigs_plasmid_summary.tsv	NODE_1883944_length_152_cov_3.917526	152	No terminal repeats	1	11	0.788	NA	1	1.7156	NA	NA
220808_BK_F9_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_1570749_length_153_cov_7.795918	153	No terminal repeats	1	11	0.9373	NA	1	1.7016	NA	NA
220813_LF_F9_DNA_Brine_contigs_plasmid_summary.tsv	NODE_343481_length_153_cov_5.102041	153	No terminal repeats	1	11	0.9373	NA	1	1.7016	NA	NA
220814_MW_F9_DNA_Brine_C_contigs_plasmid_summary.tsv	NODE_388973_length_153_cov_3.336735	153	No terminal repeats	1	11	0.9373	NA	1	1.7016	NA	NA
220811_JW_F18_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_1346915_length_153_cov_141.816327	153	No terminal repeats	1	11	0.9403	NA	1	1.6999	T_virB2	NA
220808_BK_F14_DNA_mat_black_2_contigs_plasmid_summary.tsv	NODE_2582416_length_153_cov_39.316327	153	No terminal repeats	1	11	0.9613	NA	1	1.6385	NA	NA
220806_BK_F6E_DNA_sed_core_contigs_plasmid_summary.tsv	NODE_1348676_length_154_cov_11.898990	154	No terminal repeats	1	11	0.7154	NA	1	1.7156	NA	NA
220808_BK_F13_DNA_mat_brick_1_contigs_plasmid_summary.tsv	NODE_1800625_length_154_cov_9.545455	154	No terminal repeats	1	11	0.7337	NA	1	1.7156	NA	NA
220808_BK_F15_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_3248673_length_154_cov_12.414141	154	No terminal repeats	1	11	0.7469	NA	1	1.7156	NA	NA
220806_BK_F6D_DNA_brine_contigs_plasmid_summary.tsv	NODE_1731288_length_154_cov_93.434343	154	No terminal repeats	1	11	0.9618	NA	1	1.6588	NA	NA
220816_LF_B7_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_1516410_length_156_cov_6.603960	156	No terminal repeats	1	11	0.7769	NA	1	1.7156	NA	NA
220816_LF_B7_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_1516467_length_156_cov_4.900990	156	No terminal repeats	1	11	0.7882	NA	1	1.7156	NA	NA
220812_MW_F11_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_1044256_length_156_cov_4.118812	156	No terminal repeats	1	11	0.7923	NA	1	1.314	T_virB3	NA
220811_JW_F18_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_1346113_length_156_cov_20.465347	156	No terminal repeats	1	11	0.9354	NA	1	1.6999	T_virB2	NA
220811_JW_F18_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_1345736_length_157_cov_63.529412	157	No terminal repeats	1	11	0.7288	NA	1	1.0105	T_virB9	NA
220811_JW_F18_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_1345753_length_157_cov_37.186275	157	No terminal repeats	1	11	0.7449	NA	1	1.0105	T_virB9	NA
220816_LF_B4_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_876447_length_157_cov_7.019608	157	No terminal repeats	1	11	0.8096	NA	1	1.4409	F_traL	NA
220816_LF_B7_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_1516027_length_157_cov_2.872549	157	No terminal repeats	1	11	0.981	NA	1	1.6999	T_virB2	NA
220816_LF_B7_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_1515619_length_158_cov_4.262136	158	No terminal repeats	1	11	0.7729	NA	1	1.7156	NA	NA
220806_BK_F6E_DNA_sed_beige_contigs_plasmid_summary.tsv	NODE_1882292_length_159_cov_3.788462	159	No terminal repeats	1	11	0.755	NA	1	1.7156	NA	NA
220806_BK_F6E_DNA_mat_green_contigs_plasmid_summary.tsv	NODE_1183282_length_159_cov_5.269231	159	No terminal repeats	1	11	0.7677	NA	1	1.7156	NA	NA
220811_JW_F20_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_2913083_length_159_cov_24.336538	159	No terminal repeats	1	11	0.7689	NA	1	1.7156	NA	NA
220811_JW_F19_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_1392719_length_159_cov_36.278846	159	No terminal repeats	1	11	0.7734	NA	1	1.7156	NA	NA
220806_BK_F6E_DNA_sed_core_contigs_plasmid_summary.tsv	NODE_1348241_length_159_cov_14.548077	159	No terminal repeats	1	11	0.786	NA	1	1.7156	NA	NA
220813_LF_F9_DNA_Brine_contigs_plasmid_summary.tsv	NODE_337867_length_159_cov_3.057692	159	No terminal repeats	1	11	0.9518	NA	1	1.7016	NA	NA
220806_BK_F5_DNA_salt_contigs_plasmid_summary.tsv	NODE_2956260_length_159_cov_3.240385	159	No terminal repeats	1	11	0.9676	NA	1	1.6588	NA	NA
220806_BK_F6E_DNA_brine_contigs_plasmid_summary.tsv	NODE_1148354_length_160_cov_7.438095	160	No terminal repeats	1	11	0.7016	NA	1	1.7156	NA	NA
220812_MW_F9_DNA_Brine_contigs_plasmid_summary.tsv	NODE_708153_length_160_cov_16.000000	160	No terminal repeats	1	11	0.9624	NA	1	1.2389	NA	NA
220808_BK_F11_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_3693641_length_161_cov_1.745283	161	No terminal repeats	1	11	0.8107	NA	1	1.314	T_virB3	NA
220808_BK_F11_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_3691987_length_162_cov_13.663551	162	No terminal repeats	1	11	0.7741	NA	1	1.7156	NA	NA
220806_BK_F6E_DNA_brine_contigs_plasmid_summary.tsv	NODE_1147921_length_162_cov_4.102804	162	No terminal repeats	1	11	0.7817	NA	1	1.7156	NA	NA
220811_JW_F18_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_1344366_length_162_cov_7.663551	162	No terminal repeats	1	11	0.7833	NA	1	1.7156	NA	NA
220811_JW_F18_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_1344304_length_162_cov_16.813084	162	No terminal repeats	1	11	0.7891	NA	1	1.7156	NA	NA
220815_LF_B2_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_1301406_length_162_cov_12.831776	162	No terminal repeats	1	11	0.7934	NA	1	1.314	T_virB3	NA
220809_MW_S9_DNA_sed_contigs_plasmid_summary.tsv	NODE_1528399_length_162_cov_22.056075	162	No terminal repeats	1	11	0.856	NA	1	0.9934	NA	NA
220805_MW_S1_DNA_Brine_contigs_plasmid_summary.tsv	NODE_983565_length_163_cov_17.268519	163	No terminal repeats	1	11	0.9548	NA	1	1.7016	NA	NA
220808_BK_F9_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_1563058_length_163_cov_4.046296	163	No terminal repeats	1	11	0.9615	NA	1	1.4225	NA	NA
220811_JW_F21_DNA_Brine_contigs_plasmid_summary.tsv	NODE_514585_length_163_cov_8.212963	163	No terminal repeats	1	11	0.9667	NA	1	1.4793	NA	NA
220811_JW_F19_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_1391313_length_164_cov_10.522936	164	No terminal repeats	1	11	0.7977	NA	1	1.7156	NA	NA
220806_BK_F6E_DNA_mat_orange_contigs_plasmid_summary.tsv	NODE_1696716_length_165_cov_3.245455	165	No terminal repeats	1	11	0.7825	NA	1	1.7156	NA	NA
220808_BK_F14_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_1880382_length_165_cov_6.545455	165	No terminal repeats	1	11	0.8329	NA	1	1.154	NA	NA
220808_BK_F14_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_1880233_length_165_cov_25.309091	165	No terminal repeats	1	11	0.9428	NA	1	1.154	NA	NA
220813_LF_F9_DNA_Brine_contigs_plasmid_summary.tsv	NODE_331171_length_166_cov_7.333333	166	No terminal repeats	1	11	0.9494	NA	1	1.7016	NA	NA
220811_JW_F18_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_1342744_length_167_cov_45.517857	167	No terminal repeats	1	11	0.9188	NA	1	1.7118	NA	NA
220811_JW_F18_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_1342736_length_167_cov_84.062500	167	No terminal repeats	1	11	0.922	NA	1	1.7118	NA	NA
220811_JW_F19_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_1390394_length_167_cov_140.687500	167	No terminal repeats	1	11	0.9539	NA	1	1.6999	T_virB2	NA
220811_JW_F19_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_1390199_length_168_cov_4.805310	168	No terminal repeats	1	11	0.7534	NA	1	1.7156	NA	NA
220806_BK_F6E_DNA_mat_brown_contigs_plasmid_summary.tsv	NODE_1280938_length_168_cov_19.823009	168	No terminal repeats	1	11	0.7673	NA	1	1.7156	NA	NA
220806_BK_F6E_DNA_mat_green_contigs_plasmid_summary.tsv	NODE_1181482_length_168_cov_14.345133	168	No terminal repeats	1	11	0.79	NA	1	1.7156	NA	NA
220809_MW_F8_DNA_BrineA_A_contigs_plasmid_summary.tsv	NODE_4155516_length_168_cov_2.911504	168	No terminal repeats	1	11	0.9115	NA	1	1.1426	NA	NA
220808_BK_F10_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_1273228_length_169_cov_1.842105	169	No terminal repeats	1	11	0.9557	NA	1	1.7016	NA	NA
220806_MW_S6_DNA_sed_contigs_plasmid_summary.tsv	NODE_400698_length_170_cov_24.095652	170	No terminal repeats	1	11	0.7207	NA	1	0.9934	NA	NA
220805_BK_F1_DNA_brine_contigs_plasmid_summary.tsv	NODE_1018425_length_170_cov_5.147826	170	No terminal repeats	1	11	0.7252	NA	1	0.9934	NA	NA
220811_JW_F19_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_1389570_length_170_cov_4.234783	170	No terminal repeats	1	11	0.7809	NA	1	1.7156	NA	NA
220808_BK_F15_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_3245496_length_170_cov_3.739130	170	No terminal repeats	1	11	0.787	NA	1	1.7156	NA	NA
220816_LF_B7_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_1511254_length_170_cov_4.704348	170	No terminal repeats	1	11	0.796	NA	1	1.7156	NA	NA
220811_JW_F18_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_1341521_length_171_cov_29.370690	171	No terminal repeats	1	11	0.7681	NA	1	1.7156	NA	NA
220816_LF_B7_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_1511129_length_171_cov_1.172414	171	No terminal repeats	1	11	0.7708	NA	1	1.7156	NA	NA
220816_LF_B7_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_1511108_length_171_cov_1.525862	171	No terminal repeats	1	11	0.8554	NA	1	0.9974	NA	NA
220808_BK_F13_DNA_mat_brick_1_contigs_plasmid_summary.tsv	NODE_1788195_length_171_cov_9.629310	171	No terminal repeats	1	11	0.9698	NA	1	1.5453	NA	NA
220811_JW_F19_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_1388974_length_172_cov_7.752137	172	No terminal repeats	1	11	0.7034	NA	1	1.7156	NA	NA
220816_LF_B7_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_1510517_length_172_cov_7.256410	172	No terminal repeats	1	11	0.7171	NA	1	1.7156	NA	NA
220806_MW_S5_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_644995_length_172_cov_3.811966	172	No terminal repeats	2	11	0.7201	NA	1	1.2513	NA	NA
220807_MW_S7_DNA_Salt_Mat_contigs_plasmid_summary.tsv	NODE_2520041_length_172_cov_2.076923	172	No terminal repeats	1	11	0.955	NA	1	1.6588	NA	NA
220814_MW_F9_DNA_Brine_C_contigs_plasmid_summary.tsv	NODE_352951_length_172_cov_1.017094	172	No terminal repeats	1	11	0.9593	NA	1	1.4225	NA	NA
220811_JW_F19_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_1388684_length_173_cov_38.262712	173	No terminal repeats	1	11	0.7472	NA	1	1.7156	NA	NA
220808_BK_F14_DNA_mat_dualtone_contigs_plasmid_summary.tsv	NODE_1845701_length_173_cov_7.355932	173	No terminal repeats	1	11	0.9518	NA	1	1.4663	NA	NA
220806_BK_F6E_DNA_sed_core_contigs_plasmid_summary.tsv	NODE_1347108_length_174_cov_6.823529	174	No terminal repeats	1	11	0.7754	NA	1	1.7156	NA	NA
220809_MW_F8_DNA_BrineA_A_contigs_plasmid_summary.tsv	NODE_4152965_length_174_cov_5.243697	174	No terminal repeats	1	11	0.9055	NA	1	1.1426	NA	NA
220812_MW_F9_DNA_Brine_contigs_plasmid_summary.tsv	NODE_699797_length_174_cov_3.529412	174	No terminal repeats	1	11	0.9585	NA	1	1.4225	NA	NA
220808_BK_F14_DNA_mat_black_2_contigs_plasmid_summary.tsv	NODE_2566308_length_174_cov_10.075630	174	No terminal repeats	1	11	0.9716	NA	1	1.6385	NA	NA
220811_JW_F19_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_1388134_length_175_cov_46.200000	175	No terminal repeats	1	11	0.7402	NA	1	1.7156	NA	NA
220811_JW_F18_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_1340433_length_175_cov_54.650000	175	No terminal repeats	1	11	0.9883	NA	1	1.7183	NA	NA
220811_JW_F18_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_1340232_length_176_cov_18.619835	176	No terminal repeats	1	11	0.765	NA	1	1.7156	NA	NA
220806_BK_F6E_DNA_brine_contigs_plasmid_summary.tsv	NODE_1144514_length_177_cov_2.475410	177	No terminal repeats	1	11	0.7677	NA	1	1.314	T_virB3	NA
220808_BK_F14_DNA_mat_black_2_contigs_plasmid_summary.tsv	NODE_2564180_length_177_cov_11.754098	177	No terminal repeats	1	11	0.8517	NA	1	1.1986	T_virB3	NA
220811_JW_F18_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_1339954_length_177_cov_22.860656	177	No terminal repeats	1	11	0.9285	NA	1	1.6999	T_virB2	NA
220808_BK_F14_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_1875510_length_178_cov_35.845528	178	No terminal repeats	1	11	0.8877	NA	1	1.154	NA	NA
220811_JW_F20_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_2901193_length_178_cov_7.390244	178	No terminal repeats	1	11	0.988	NA	1	1.7183	NA	NA
220808_BK_F14_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_1875212_length_179_cov_33.717742	179	No terminal repeats	1	11	0.8616	NA	1	1.154	NA	NA
220811_JW_F19_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_1386898_length_180_cov_35.576000	180	No terminal repeats	1	11	0.7208	NA	1	0.9769	T_virB9	NA
220806_BK_F6E_DNA_brine_contigs_plasmid_summary.tsv	NODE_1143794_length_180_cov_14.912000	180	No terminal repeats	1	11	0.777	NA	1	1.7156	NA	NA
220811_JW_F19_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_1386996_length_180_cov_4.256000	180	No terminal repeats	1	11	0.7834	NA	1	1.7156	NA	NA
220813_LF_F9_DNA_Brine_contigs_plasmid_summary.tsv	NODE_320467_length_180_cov_3.400000	180	No terminal repeats	1	11	0.9891	NA	1	1.7183	NA	NA
220808_BK_F13_DNA_sed_black_contigs_plasmid_summary.tsv	NODE_2268389_length_181_cov_16.365079	181	No terminal repeats	1	11	0.9213	NA	1	1.5097	F_traE	NA
220814_MW_F9_DNA_Brine_C_contigs_plasmid_summary.tsv	NODE_337581_length_181_cov_15.428571	181	No terminal repeats	1	11	0.938	NA	1	0.663	NA	NA
220811_MW_F13_DNA_Porewater_A_contigs_plasmid_summary.tsv	NODE_680671_length_181_cov_3.420635	181	No terminal repeats	1	11	0.9472	NA	1	1.4963	NA	NA
220806_BK_F6E_DNA_sed_beige_contigs_plasmid_summary.tsv	NODE_1877521_length_181_cov_6.674603	181	No terminal repeats	1	11	0.9792	NA	1	1.6999	T_virB2	NA
220811_JW_F18_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_1338764_length_182_cov_5.803150	182	No terminal repeats	1	11	0.9894	NA	1	1.7183	NA	NA
220805_MW_S4_DNA_Brine_contigs_plasmid_summary.tsv	NODE_2230199_length_183_cov_5.750000	183	No terminal repeats	1	11	0.7641	NA	1	1.7156	NA	NA
220808_BK_F14_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_1874099_length_183_cov_2.453125	183	No terminal repeats	1	11	0.7687	NA	1	1.7156	NA	NA
220811_JW_F19_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_1386270_length_183_cov_6.976562	183	No terminal repeats	1	11	0.7793	NA	1	1.314	T_virB3	NA
220811_JW_F19_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_1386254_length_183_cov_9.171875	183	No terminal repeats	1	11	0.7801	NA	1	1.314	T_virB3	NA
220811_JW_F18_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_1338470_length_183_cov_15.148438	183	No terminal repeats	1	11	0.9452	NA	1	1.6999	T_virB2	NA
220811_JW_F18_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_1338266_length_184_cov_10.852713	184	No terminal repeats	1	11	0.7246	NA	1	0.9769	T_virB9	NA
220811_JW_F19_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_1386031_length_184_cov_4.775194	184	No terminal repeats	1	11	0.7898	NA	1	1.7156	NA	NA
220812_MW_F9_DNA_Brine_contigs_plasmid_summary.tsv	NODE_694721_length_184_cov_3.550388	184	No terminal repeats	1	11	0.9501	NA	1	1.7016	NA	NA
220814_MW_F9_DNA_Brine_C_contigs_plasmid_summary.tsv	NODE_333939_length_184_cov_4.852713	184	No terminal repeats	1	11	0.9501	NA	1	1.7016	NA	NA
220808_BK_F13_DNA_mat_green_contigs_plasmid_summary.tsv	NODE_2469631_length_184_cov_52.410853	184	No terminal repeats	1	11	0.9512	NA	1	1.6385	NA	NA
220805_MW_S4_DNA_Brine_contigs_plasmid_summary.tsv	NODE_2229903_length_184_cov_14.565891	184	No terminal repeats	1	11	0.9584	NA	1	1.5207	NA	NA
220811_JW_F21_DNA_Brine_contigs_plasmid_summary.tsv	NODE_502265_length_184_cov_7.914729	184	No terminal repeats	1	11	0.9604	NA	1	1.4225	NA	NA
220811_JW_F19_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_1385985_length_184_cov_16.147287	184	No terminal repeats	1	11	0.9886	NA	1	1.7183	NA	NA
220815_LF_B2_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_1292755_length_185_cov_13.623077	185	No terminal repeats	1	11	0.9281	NA	1	1.7156	NA	NA
220808_BK_F14_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_1873229_length_185_cov_32.107692	185	No terminal repeats	1	11	0.9566	NA	1	1.6999	T_virB2	NA
220811_MW_F14_DNA_Brine_C_contigs_plasmid_summary.tsv	NODE_806998_length_185_cov_11.953846	185	No terminal repeats	1	11	0.9571	NA	1	1.6999	T_virB2	NA
220815_LF_B2_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_1292777_length_185_cov_10.615385	185	No terminal repeats	1	11	0.9807	NA	1	1.6999	T_virB2	NA
220811_JW_F18_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_1337799_length_186_cov_35.099237	186	No terminal repeats	1	11	0.7157	NA	1	0.9769	T_virB9	NA
220811_JW_F19_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_1385645_length_186_cov_6.312977	186	No terminal repeats	1	11	0.7465	NA	1	0.9769	T_virB9	NA
220816_LF_B7_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_1506463_length_186_cov_1.832061	186	No terminal repeats	1	11	0.9193	NA	1	1.5521	T_virB8	NA
220814_MW_F9_DNA_Brine_C_contigs_plasmid_summary.tsv	NODE_331251_length_186_cov_3.732824	186	No terminal repeats	1	11	0.9531	NA	1	1.2389	NA	NA
220816_LF_B5_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_1585115_length_187_cov_5.204545	187	No terminal repeats	1	11	0.7164	NA	1	0.9769	T_virB9	NA
220817_LF_B8_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_1270169_length_187_cov_247.227273	187	No terminal repeats	1	11	0.977	NA	1	1.5654	NA	NA
220806_MW_S6_DNA_Brine_contigs_plasmid_summary.tsv	NODE_896555_length_188_cov_12.015038	188	No terminal repeats	1	11	0.7119	NA	1	0.9934	NA	NA
220808_BK_F11_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_3671905_length_188_cov_22.631579	188	No terminal repeats	1	11	0.8339	NA	1	1.314	T_virB3	NA
220806_BK_F6E_DNA_sed_black_contigs_plasmid_summary.tsv	NODE_2616721_length_188_cov_3.984962	188	No terminal repeats	1	11	0.9885	NA	1	1.7183	F_traV	NA
220808_BK_F15_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_3242524_length_189_cov_5.298507	189	No terminal repeats	1	11	0.7737	NA	1	1.7156	NA	NA
220808_BK_F9_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_1545682_length_189_cov_6.761194	189	No terminal repeats	1	11	0.9444	NA	1	1.7016	NA	NA
220811_JW_F19_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_1385048_length_189_cov_12.402985	189	No terminal repeats	1	11	0.9558	NA	1	1.5207	NA	NA
220811_JW_F18_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_1337268_length_189_cov_16.164179	189	No terminal repeats	1	11	0.9573	NA	1	1.5207	NA	NA
220814_MW_F9_DNA_Brine_C_contigs_plasmid_summary.tsv	NODE_327049_length_189_cov_4.238806	189	No terminal repeats	1	11	0.9579	NA	1	1.4225	NA	NA
220813_LF_F9_DNA_Brine_contigs_plasmid_summary.tsv	NODE_314232_length_189_cov_8.970149	189	No terminal repeats	1	11	0.9586	NA	1	1.4225	NA	NA
220816_LF_B7_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_1505596_length_189_cov_2.828358	189	No terminal repeats	1	11	0.9613	NA	1	1.7183	NA	NA
220807_MW_S8_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_3320874_length_190_cov_2.607407	190	No terminal repeats	1	11	0.7748	NA	1	1.7156	NA	NA
220808_BK_F13_DNA_sed_black_contigs_plasmid_summary.tsv	NODE_2266060_length_190_cov_2.525926	190	No terminal repeats	1	11	0.9372	NA	1	1.5097	F_traE	NA
220805_MW_S1_DNA_sed_B_contigs_plasmid_summary.tsv	NODE_218769_length_190_cov_1.666667	190	No terminal repeats	1	11	0.9504	NA	1	0.9293	NA	NA
220808_BK_F14_DNA_sed_white_contigs_plasmid_summary.tsv	NODE_1165185_length_191_cov_8.426471	191	No terminal repeats	1	11	0.7912	NA	1	0.9672	NA	NA
220811_JW_F19_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_1384635_length_191_cov_14.977941	191	No terminal repeats	1	11	0.9588	NA	1	1.5207	NA	NA
220808_BK_F15_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_3242049_length_192_cov_34.729927	192	No terminal repeats	1	11	0.7712	NA	1	1.7156	NA	NA
220806_BK_F6E_DNA_brine_contigs_plasmid_summary.tsv	NODE_1141648_length_192_cov_4.664234	192	No terminal repeats	1	11	0.7904	NA	1	1.7156	NA	NA
220808_BK_F15_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_3242138_length_192_cov_3.372263	192	No terminal repeats	1	11	0.7909	NA	1	1.7156	NA	NA
220808_BK_F13_DNA_sed_black_contigs_plasmid_summary.tsv	NODE_2265420_length_192_cov_5.321168	192	No terminal repeats	1	11	0.9029	NA	1	1.1426	NA	NA
220811_JW_F21_DNA_Brine_contigs_plasmid_summary.tsv	NODE_498718_length_192_cov_3.978102	192	No terminal repeats	1	11	0.9527	NA	1	0.9293	NA	NA
220811_JW_F19_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_1384422_length_192_cov_21.656934	192	No terminal repeats	1	11	0.9575	NA	1	1.5207	NA	NA
220811_JW_F19_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_1384406_length_192_cov_35.029197	192	No terminal repeats	1	11	0.9595	NA	1	1.5207	NA	NA
