seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k141_1082656	15218	No terminal repeats	19	11	0.9872	NA	0	6.5425	NA	NA
k141_1278140	15209	No terminal repeats	13	11	0.9821	NA	0	1.8028	NA	NA
k141_774380	15162	No terminal repeats	17	11	0.9369	NA	0	2.1441	NA	NA
k141_535991	15150	No terminal repeats	17	11	0.8325	NA	0	1.4273	NA	NA
k141_3050099	15135	No terminal repeats	16	11	0.9599	NA	0	1.6269	NA	NA
k141_191840	15125	No terminal repeats	18	11	0.9816	NA	0	3.5912	NA	NA
k141_418460	15114	No terminal repeats	21	11	0.9895	NA	0	2.1794	NA	NA
k141_1711410	15108	No terminal repeats	11	11	0.9565	NA	0	1.4518	NA	NA
k141_122835	15097	No terminal repeats	16	11	0.8403	NA	0	0.9774	NA	NA
k141_2619254	15089	No terminal repeats	13	11	0.8342	NA	0	0.08	NA	NA
k141_3666021	15085	No terminal repeats	16	11	0.9524	NA	0	3.1449	NA	NA
k141_2036416	15075	No terminal repeats	18	11	0.9358	NA	0	2.7792	NA	NA
k141_3038844	15060	No terminal repeats	15	11	0.9419	NA	0	2.3769	NA	NA
k141_1279572	14887	No terminal repeats	16	11	0.8196	NA	0	2.9435	NA	NA
k141_2100588	14812	No terminal repeats	15	11	0.9518	NA	0	0.2483	NA	NF000456
k141_1231143	14782	No terminal repeats	14	11	0.8921	NA	0	0.1984	NA	NA
k141_555015	14775	No terminal repeats	10	11	0.7926	NA	0	0.5482	NA	NA
k141_1840675	14652	No terminal repeats	14	11	0.8658	NA	0	2.6909	NA	NA
k141_776748	14647	No terminal repeats	14	11	0.8646	NA	0	0.7865	NA	NA
k141_190910	14597	No terminal repeats	14	11	0.9674	NA	0	6.8352	NA	NA
k141_243482	14594	No terminal repeats	15	11	0.9079	NA	0	1.2589	NA	NA
k141_3728553	14577	No terminal repeats	14	11	0.9253	NA	0	2.1552	NA	NA
k141_3595629	14559	No terminal repeats	11	11	0.9793	NA	0	2.4603	NA	NA
k141_2758392	14532	No terminal repeats	23	11	0.9402	NA	0	2.1323	NA	NA
k141_3716650	14497	No terminal repeats	14	11	0.9693	NA	0	2.5304	NA	NA
k141_1972241	14473	No terminal repeats	18	11	0.7404	NA	1	2.4418	NA	NA
k141_2576110	14458	No terminal repeats	14	11	0.8605	NA	0	0.4566	NA	NA
k141_1263544	14452	No terminal repeats	10	11	0.9556	NA	0	1.3463	NA	NA
k141_1313333	14390	No terminal repeats	18	11	0.852	NA	0	0.4882	NA	NF012174
k141_2658061	14362	No terminal repeats	16	11	0.7718	NA	0	0.5256	NA	NA
k141_775847	14288	No terminal repeats	16	11	0.8794	NA	0	1.6913	NA	NA
k141_1469367	14284	No terminal repeats	15	11	0.8009	NA	0	0.2316	NA	NA
k141_3056038	14266	No terminal repeats	12	11	0.784	NA	0	1.8257	NA	NA
k141_2583951	14244	No terminal repeats	13	11	0.9193	NA	0	3.0804	NA	NA
k141_1885342	14155	No terminal repeats	15	11	0.926	NA	0	0.6644	NA	NA
k141_1430075	14148	No terminal repeats	11	11	0.9825	NA	0	5.9094	NA	NA
k141_2461043	14015	No terminal repeats	16	11	0.951	NA	0	2.2549	NA	NA
k141_3395098	13939	DTR	16	11	0.9592	NA	0	2.0066	NA	NA
k141_879268	13934	No terminal repeats	18	11	0.9767	NA	0	3.9456	NA	NA
k141_266159	13924	No terminal repeats	16	11	0.8402	NA	0	0.1072	NA	NA
k141_1357487	13898	No terminal repeats	14	11	0.9721	NA	0	1.2015	NA	NA
k141_1682364	13878	No terminal repeats	12	11	0.818	NA	0	0	NA	NA
k141_3419670	13876	No terminal repeats	27	11	0.9484	NA	0	1.8642	NA	NA
k141_2746162	13846	No terminal repeats	14	11	0.8686	NA	0	0.8751	NA	NA
k141_537439	13844	No terminal repeats	13	11	0.703	NA	0	0.0384	NA	NA
k141_2956929	13842	No terminal repeats	14	11	0.8509	NA	0	1.5413	NA	NA
k141_2831983	13832	No terminal repeats	7	11	0.9311	NA	0	1.5361	NA	NA
k141_450170	13811	No terminal repeats	15	11	0.9639	NA	0	3.2521	NA	NA
k141_2034049	13808	No terminal repeats	12	11	0.8832	NA	0	2.2376	NA	NA
k141_780958	13762	No terminal repeats	15	11	0.8818	NA	0	0.639	NA	NA
k141_1082067	13753	No terminal repeats	11	11	0.8244	NA	0	0.396	NA	NA
k141_3110648	13729	No terminal repeats	8	11	0.8387	NA	0	0.8794	NA	NA
k141_3575315	13728	No terminal repeats	15	11	0.9514	NA	0	0.1032	NA	NA
k141_3460213	13669	No terminal repeats	13	11	0.931	NA	0	1.0634	NA	NA
k141_2227702	13646	No terminal repeats	15	11	0.9	NA	0	0.3083	NA	NA
k141_1895684	13557	No terminal repeats	9	11	0.8606	NA	0	1.3624	NA	NA
k141_2610874	13538	No terminal repeats	15	11	0.9269	NA	0	2.6989	NA	NA
k141_3774147	13535	No terminal repeats	15	11	0.7851	NA	0	0.0135	NA	NA
k141_2235553	13472	No terminal repeats	15	11	0.9604	NA	0	1.6199	NA	NF033105
k141_1255555	13463	No terminal repeats	14	11	0.9205	NA	0	1.5389	NA	NA
k141_2737912	13447	No terminal repeats	12	11	0.9192	NA	0	0.9415	NA	NA
k141_1737355	13444	No terminal repeats	20	11	0.9887	NA	0	3.9608	NA	NA
k141_996741	13417	No terminal repeats	13	11	0.8891	NA	0	2.7642	NA	NA
k141_183422	13413	No terminal repeats	21	11	0.8859	NA	0	0.2388	NA	NF033068
k141_3365640	13378	No terminal repeats	13	11	0.9168	NA	0	0.419	NA	NA
k141_3136064	13347	No terminal repeats	18	11	0.9354	NA	0	1.6305	NA	NA
k141_866371	13325	No terminal repeats	12	11	0.9571	NA	0	2.1525	NA	NA
k141_1317538	13273	No terminal repeats	14	11	0.9445	NA	0	1.5513	NA	NA
k141_399407	13254	No terminal repeats	15	11	0.8549	NA	0	1.8056	NA	NA
k141_2755380	13214	No terminal repeats	16	11	0.8474	NA	0	0.4036	NA	NA
k141_1528497	13136	No terminal repeats	14	11	0.9086	NA	0	1.1136	NA	NA
k141_595214	13117	No terminal repeats	13	11	0.8161	NA	0	0.0863	NA	NA
k141_1429948	13044	No terminal repeats	13	11	0.8867	NA	0	0.7733	NA	NA
k141_991220	13038	No terminal repeats	14	11	0.927	NA	0	0.5065	NA	NA
k141_2037110	12981	No terminal repeats	14	11	0.8778	NA	0	0.6263	NA	NA
k141_429898	12945	No terminal repeats	14	11	0.9576	NA	0	1.4449	NA	NA
k141_1791230	12939	No terminal repeats	10	11	0.8284	NA	0	0.4633	NA	NA
k141_2825485	12930	No terminal repeats	15	11	0.9777	NA	0	3.602	NA	NA
k141_500525	12924	DTR	10	11	0.9899	NA	1	2.4329	NA	NA
k141_3057231	12921	No terminal repeats	11	11	0.7259	NA	0	0.3322	NA	NA
k141_3402003	12868	No terminal repeats	17	11	0.9412	NA	0	1.6715	NA	NF000493
k141_3098428	12830	No terminal repeats	15	11	0.9803	NA	0	1.9017	NA	NA
k141_2575616	12790	No terminal repeats	11	11	0.7684	NA	0	2.39	NA	NA
k141_3456839	12736	No terminal repeats	14	11	0.9732	NA	0	2.1398	NA	NA
k141_2201905	12714	No terminal repeats	15	11	0.9765	NA	0	0.5827	NA	NA
k141_2022568	12706	No terminal repeats	17	11	0.9844	NA	0	1.1499	NA	NA
k141_3539554	12692	No terminal repeats	13	11	0.9085	NA	0	2.4374	NA	NA
k141_1905521	12691	No terminal repeats	11	11	0.9594	NA	0	1.8139	NA	NF000456
k141_2460543	12683	No terminal repeats	20	11	0.7584	NA	0	0.9429	NA	NF012174
k141_2401199	12665	No terminal repeats	16	11	0.8892	NA	0	0.1145	NA	NA
k141_1832706	12662	No terminal repeats	12	11	0.8852	NA	0	1.4696	NA	NA
k141_123236	12646	No terminal repeats	10	11	0.8119	NA	0	0.5175	NA	NA
k141_2612896	12641	No terminal repeats	13	11	0.9622	NA	0	0.7433	NA	NA
k141_1005255	12638	No terminal repeats	11	11	0.9834	NA	0	5.0916	NA	NA
k141_3758153	12619	No terminal repeats	12	11	0.94	NA	0	1.9086	NA	NA
k141_2458932	12609	No terminal repeats	18	11	0.9773	NA	0	1.6292	NA	NA
k141_3719922	12596	No terminal repeats	12	11	0.9754	NA	0	1.3231	NA	NA
k141_1999639	12547	No terminal repeats	11	11	0.9218	NA	0	1.3954	NA	NA
k141_1397374	12535	No terminal repeats	13	11	0.9587	NA	0	1.6548	NA	NA
k141_1711485	12523	No terminal repeats	12	11	0.8791	NA	0	0.5136	NA	NA
k141_3715956	12492	No terminal repeats	13	11	0.9163	NA	0	1.0422	NA	NA
k141_2993519	12444	No terminal repeats	17	11	0.9823	NA	0	2.958	NA	NA
k141_1971643	12443	No terminal repeats	13	11	0.9775	NA	0	1.6356	NA	NA
k141_3028154	12441	No terminal repeats	15	11	0.8074	NA	0	1.2652	NA	NA
k141_153681	12438	No terminal repeats	15	11	0.9633	NA	0	1.5385	NA	NF000402
k141_83580	12421	No terminal repeats	14	11	0.7579	NA	0	2.6452	NA	NA
k141_2386272	12398	No terminal repeats	13	11	0.893	NA	0	0.7524	NA	NA
k141_2729877	12371	No terminal repeats	17	11	0.9555	NA	0	0.8783	NA	NA
k141_2380680	12348	No terminal repeats	13	11	0.8467	NA	0	1.1417	NA	NA
k141_3670074	12313	No terminal repeats	14	11	0.9854	NA	0	4.6945	NA	NA
k141_1215816	12302	No terminal repeats	21	11	0.9827	NA	0	1.5574	NA	NA
k141_3362750	12295	No terminal repeats	18	11	0.8394	NA	0	1.9593	NA	NA
k141_430000	12278	No terminal repeats	12	11	0.948	NA	0	1.5486	NA	NA
k141_2672982	12274	No terminal repeats	13	11	0.9134	NA	0	0.7057	NA	NA
k141_2581353	12249	No terminal repeats	12	11	0.7456	NA	0	1.3136	NA	NA
k141_275864	12167	No terminal repeats	10	11	0.8221	NA	0	0.63	NA	NA
k141_312092	12143	No terminal repeats	12	11	0.8566	NA	0	0.854	NA	NA
k141_1545687	12108	No terminal repeats	13	11	0.9598	NA	0	1.2031	NA	NA
k141_1826804	12101	No terminal repeats	13	11	0.9911	NA	0	4.6262	NA	NA
k141_1480635	12095	No terminal repeats	7	11	0.8473	NA	0	1.4194	NA	NF033105
k141_1669270	12086	No terminal repeats	10	11	0.9181	NA	0	1.798	NA	NA
k141_2994093	12051	No terminal repeats	12	11	0.8734	NA	0	0.517	NA	NA
k141_370631	12036	No terminal repeats	8	11	0.9152	NA	0	0.3378	NA	NA
k141_1756781	12032	No terminal repeats	14	11	0.9641	NA	0	0.5107	NA	NA
k141_899921	12031	No terminal repeats	10	11	0.8411	NA	0	0.6443	NA	NF000272
k141_2721789	12028	No terminal repeats	11	11	0.971	NA	0	2.0392	NA	NA
k141_818523	12006	No terminal repeats	12	11	0.8045	NA	0	0.2124	NA	NA
k141_11019	12000	No terminal repeats	12	11	0.9763	NA	0	2.2598	NA	NA
k141_545956	11996	No terminal repeats	10	11	0.8386	NA	0	0.5753	NA	NA
k141_3764746	11978	No terminal repeats	16	11	0.9904	NA	0	3.2354	NA	NA
k141_175082	11969	No terminal repeats	10	11	0.7778	NA	0	0.219	NA	NA
k141_3076763	11948	No terminal repeats	13	11	0.7324	NA	0	0.3298	NA	NA
k141_2681874	11939	No terminal repeats	15	11	0.961	NA	0	0.9926	NA	NA
k141_280809	11932	No terminal repeats	12	11	0.7792	NA	0	0.4609	NA	NA
k141_2095046	11931	No terminal repeats	12	11	0.8522	NA	0	0.6706	NA	NA
k141_2891567	11920	No terminal repeats	13	11	0.7437	NA	0	0.312	NA	NA
k141_2385872	11888	No terminal repeats	13	11	0.9895	NA	0	3.1019	NA	NA
k141_2384436	11885	No terminal repeats	12	11	0.9097	NA	0	0.9731	NA	NA
k141_3755707	11866	No terminal repeats	15	11	0.9452	NA	0	1.6655	NA	NA
k141_1386609	11853	No terminal repeats	10	11	0.9015	NA	0	0.7689	NA	NF033068
k141_413789	11832	No terminal repeats	14	11	0.818	NA	0	0.3464	NA	NA
k141_3785837	11826	No terminal repeats	13	11	0.9233	NA	0	0.7017	NA	NA
k141_2104311	11816	No terminal repeats	16	11	0.9426	NA	0	3.5923	NA	NA
k141_3564630	11814	No terminal repeats	13	11	0.7656	NA	0	0.7841	NA	NA
k141_1582494	11800	No terminal repeats	14	11	0.9765	NA	0	3.9027	NA	NA
k141_2187234	11787	No terminal repeats	5	11	0.8419	NA	0	0	NA	NA
k141_1375337	11759	No terminal repeats	14	11	0.841	NA	0	0.2689	NA	NA
k141_2094	11742	No terminal repeats	13	11	0.9074	NA	0	2.0597	NA	NA
k141_2282092	11705	No terminal repeats	21	11	0.7998	NA	0	0	NA	NA
k141_1466494	11700	No terminal repeats	8	11	0.8316	NA	0	0.4624	NA	NA
k141_2323837	11675	No terminal repeats	10	11	0.8391	NA	0	0.0198	NA	NF000052
k141_1544327	11671	No terminal repeats	12	11	0.9447	NA	0	0.7651	NA	NA
k141_1435281	11671	No terminal repeats	11	11	0.7709	NA	0	0.5896	NA	NA
k141_2009415	11648	No terminal repeats	12	11	0.9176	NA	0	2.3244	NA	NA
k141_563667	11638	DTR	12	11	0.9615	NA	0	2.1311	NA	NA
k141_3709993	11590	No terminal repeats	16	11	0.9763	NA	0	0.7623	NA	NA
k141_2207222	11578	No terminal repeats	12	11	0.8655	NA	0	0	NA	NA
k141_1920672	11523	No terminal repeats	8	11	0.8456	NA	0	1.6216	NA	NA
k141_3108122	11496	No terminal repeats	10	11	0.729	NA	0	0	NA	NA
k141_3609335	11492	No terminal repeats	20	11	0.9924	NA	0	5.1403	NA	NA
k141_2645255	11478	No terminal repeats	13	11	0.8183	NA	0	1.2812	NA	NA
k141_902293	11473	No terminal repeats	9	11	0.9012	NA	0	0.1039	NA	NA
k141_3498058	11468	No terminal repeats	10	11	0.7019	NA	0	0.2973	NA	NA
k141_3596186	11453	No terminal repeats	12	11	0.7393	NA	0	0.7062	NA	NA
k141_2703177	11395	No terminal repeats	11	11	0.7169	NA	0	1.0158	NA	NA
k141_83169	11390	No terminal repeats	13	11	0.76	NA	0	0.3338	NA	NA
k141_3334257	11375	No terminal repeats	15	11	0.9703	NA	0	3.0458	NA	NA
k141_3183212	11374	No terminal repeats	11	11	0.9583	NA	1	0.2327	NA	NA
k141_3112513	11374	No terminal repeats	13	11	0.9205	NA	0	1.2506	NA	NA
k141_3196370	11372	No terminal repeats	9	11	0.8885	NA	0	0.2177	NA	NA
k141_199332	11370	No terminal repeats	10	11	0.9619	NA	0	1.4938	NA	NA
k141_1084103	11365	No terminal repeats	10	11	0.8526	NA	0	0.7402	NA	NA
k141_2872916	11354	No terminal repeats	10	11	0.8917	NA	0	0.7522	NA	NA
k141_3292571	11334	No terminal repeats	22	11	0.971	NA	1	2.4895	NA	NA
k141_2869068	11319	No terminal repeats	12	11	0.7247	NA	0	0.8776	NA	NA
k141_3701178	11287	No terminal repeats	5	11	0.9144	NA	0	0.7046	NA	NA
k141_892689	11271	No terminal repeats	14	11	0.7917	NA	0	0.5706	NA	NA
k141_1093953	11251	No terminal repeats	12	11	0.9293	NA	0	0.7542	NA	NA
k141_236114	11245	No terminal repeats	9	11	0.7613	NA	0	0.0444	NA	NA
k141_1698846	11222	No terminal repeats	11	11	0.9237	NA	0	0.5614	NA	NA
k141_3096660	11217	No terminal repeats	10	11	0.866	NA	0	1.9464	NA	NA
k141_2505321	11207	No terminal repeats	10	11	0.8848	NA	0	0.3918	NA	NA
k141_536463	11196	No terminal repeats	13	11	0.7436	NA	0	0.0645	NA	NA
k141_2766717	11193	No terminal repeats	10	11	0.9577	NA	0	0.5771	NA	NA
k141_3759090	11173	No terminal repeats	9	11	0.8986	NA	0	0.5538	NA	NA
k141_1072672	11121	No terminal repeats	20	11	0.9743	NA	0	1.7183	NA	NA
k141_1142513	11112	No terminal repeats	12	11	0.9562	NA	0	3.0542	NA	NA
k141_1262021	11083	No terminal repeats	12	11	0.8609	NA	0	2.7998	NA	NA
k141_830550	11079	No terminal repeats	9	11	0.7879	NA	0	0.3809	NA	NA
k141_3123290	11056	No terminal repeats	12	11	0.935	NA	0	0.7878	NA	NA
k141_595917	11055	No terminal repeats	13	11	0.9572	NA	1	1.1837	NA	NA
k141_722677	11049	No terminal repeats	19	11	0.9685	NA	0	4.5763	NA	NA
k141_372182	11047	No terminal repeats	5	11	0.9764	NA	0	2.0364	NA	NA
k141_2768622	11045	No terminal repeats	9	11	0.7945	NA	0	2.0636	NA	NA
k141_2219743	11022	No terminal repeats	14	11	0.991	NA	2	2.6203	NA	NA
k141_3517630	10982	No terminal repeats	12	11	0.8583	NA	0	0.1523	NA	NA
k141_1101528	10982	No terminal repeats	8	11	0.7291	NA	0	0.7951	NA	NA
k141_2142443	10956	No terminal repeats	10	11	0.9197	NA	0	1.0303	NA	NF000088
k141_140072	10955	No terminal repeats	13	11	0.9803	NA	0	3.229	NA	NA
k141_1044107	10947	No terminal repeats	18	11	0.8653	NA	0	0	NA	NA
k141_2359384	10947	No terminal repeats	23	11	0.7451	NA	0	0	NA	NA
k141_2520299	10905	No terminal repeats	12	11	0.9749	NA	0	2.1479	NA	NA
k141_1542860	10902	No terminal repeats	6	11	0.8306	NA	0	0.2922	NA	NA
k141_484042	10894	No terminal repeats	6	11	0.7837	NA	0	1.7183	NA	NA
k141_1916579	10891	No terminal repeats	12	11	0.9526	NA	0	0.7822	NA	NA
k141_1397323	10889	No terminal repeats	10	11	0.8495	NA	0	1.0033	NA	NA
k141_3761910	10876	No terminal repeats	10	11	0.9549	NA	0	1.0263	NA	NA
k141_725502	10875	No terminal repeats	7	11	0.8932	NA	0	0.5436	NA	NA
k141_1220289	10853	No terminal repeats	10	11	0.7267	NA	0	0.7469	NA	NA
k141_902366	10837	No terminal repeats	12	11	0.9916	NA	0	3.5676	NA	NA
k141_2567753	10831	No terminal repeats	16	11	0.9734	NA	0	0.0883	NA	NA
k141_2995103	10831	No terminal repeats	15	11	0.954	NA	0	2.9579	NA	NA
k141_290435	10817	No terminal repeats	11	11	0.9826	NA	1	3.647	NA	NA
k141_3345283	10810	No terminal repeats	8	11	0.8661	NA	0	0	NA	NA
k141_259560	10808	No terminal repeats	14	11	0.8415	NA	0	3.2686	NA	NA
k141_1292074	10798	No terminal repeats	12	11	0.7612	NA	0	0.4333	NA	NA
k141_2143845	10796	No terminal repeats	4	11	0.7826	NA	0	0.3218	NA	NA
k141_1146474	10793	No terminal repeats	13	11	0.9198	NA	0	1.6491	NA	NA
k141_2402869	10792	No terminal repeats	8	11	0.9759	NA	0	0.2608	NA	NA
k141_677007	10766	No terminal repeats	11	11	0.9722	NA	0	1.0031	NA	NA
k141_44034	10728	No terminal repeats	10	11	0.9793	NA	0	1.6812	NA	NA
k141_2107245	10722	No terminal repeats	10	11	0.914	NA	0	0.8327	NA	NA
k141_2644385	10721	No terminal repeats	18	11	0.918	NA	0	0	NA	NA
k141_1875687	10711	No terminal repeats	12	11	0.9794	NA	0	3.9123	NA	NA
k141_3398149	10710	No terminal repeats	12	11	0.9857	NA	1	3.0214	NA	NA
k141_2984031	10703	No terminal repeats	10	11	0.8258	NA	0	1.8968	NA	NA
k141_952303	10702	No terminal repeats	8	11	0.9343	NA	0	1.0809	NA	NA
k141_2527639	10682	No terminal repeats	8	11	0.9428	NA	0	1.6627	NA	NA
k141_52693	10677	No terminal repeats	11	11	0.8595	NA	0	1.1656	NA	NA
k141_2419960	10670	No terminal repeats	9	11	0.7924	NA	0	1.946	NA	NA
k141_2918177	10665	No terminal repeats	9	11	0.8953	NA	0	0.9679	NA	NA
k141_2201723	10659	No terminal repeats	8	11	0.8293	NA	0	0.7363	NA	NA
k141_225651	10653	No terminal repeats	9	11	0.8233	NA	0	0.8734	NA	NA
k141_1029987	10651	No terminal repeats	11	11	0.921	NA	0	0.3484	NA	NA
k141_741846	10640	No terminal repeats	12	11	0.9276	NA	0	0.5403	NA	NA
k141_1557894	10625	No terminal repeats	8	11	0.7557	NA	0	0.4885	NA	NA
k141_1736485	10622	No terminal repeats	12	11	0.9614	NA	0	2.4787	NA	NA
k141_3586642	10607	No terminal repeats	11	11	0.8141	NA	0	0.2467	NA	NA
k141_3714511	10606	No terminal repeats	5	11	0.9578	NA	0	2.9544	NA	NA
k141_1449313	10601	No terminal repeats	13	11	0.7602	NA	0	0.3774	NA	NA
k141_3311895	10581	No terminal repeats	12	11	0.9401	NA	0	1.5609	NA	NA
k141_3763815	10572	No terminal repeats	15	11	0.8559	NA	0	1.827	NA	NA
k141_2987968	10557	No terminal repeats	11	11	0.9701	NA	0	1.5464	NA	NA
k141_2990958	10555	No terminal repeats	13	11	0.8614	NA	0	0.9092	NA	NA
k141_1965835	10552	No terminal repeats	13	11	0.9626	NA	0	1.638	NA	NA
k141_854731	10544	No terminal repeats	11	11	0.8821	NA	0	0	NA	NA
k141_401712	10538	No terminal repeats	11	11	0.8493	NA	0	0.4278	NA	NF033105
k141_2989976	10523	No terminal repeats	11	11	0.8857	NA	0	2.2985	NA	NA
k141_3706596	10494	No terminal repeats	9	11	0.9825	NA	0	2.0476	NA	NA
k141_2662100	10493	No terminal repeats	10	11	0.8428	NA	0	0.8796	NA	NA
k141_2986012	10488	No terminal repeats	12	11	0.9735	NA	0	0.2888	NA	NA
k141_3154247	10487	No terminal repeats	12	11	0.877	NA	0	3.5301	NA	NF012174
k141_3408017	10468	No terminal repeats	11	11	0.869	NA	0	0.9481	NA	NA
k141_1502617	10455	No terminal repeats	10	11	0.9281	NA	0	1.0661	NA	NA
k141_1648967	10451	No terminal repeats	9	11	0.7007	NA	0	0	NA	NA
k141_1022310	10441	No terminal repeats	11	11	0.9889	NA	0	1.6731	NA	NA
k141_952820	10415	No terminal repeats	9	11	0.9871	NA	0	4.9564	NA	NA
k141_2505681	10411	No terminal repeats	13	11	0.8322	NA	0	2.1378	NA	NF033117
k141_810513	10404	No terminal repeats	10	11	0.9282	NA	0	0.8462	NA	NA
k141_2267861	10398	No terminal repeats	13	11	0.8252	NA	0	0	NA	NA
k141_1053838	10379	No terminal repeats	12	11	0.935	NA	0	2.8494	NA	NA
k141_1078314	10378	No terminal repeats	15	11	0.9737	NA	0	3.461	NA	NA
k141_2261616	10375	No terminal repeats	13	11	0.9524	NA	0	2.3819	NA	NF012174;NF000496
k141_2281587	10349	No terminal repeats	5	11	0.9019	NA	0	0.634	NA	NA
k141_1568378	10334	No terminal repeats	10	11	0.8532	NA	0	0.7827	NA	NA
k141_3127251	10329	No terminal repeats	9	11	0.8832	NA	0	1.0886	NA	NA
k141_2234556	10324	No terminal repeats	11	11	0.801	NA	0	0	NA	NA
k141_3111532	10323	No terminal repeats	9	11	0.7837	NA	0	0.4276	NA	NA
k141_1480651	10318	No terminal repeats	10	11	0.9089	NA	0	0.8981	NA	NA
k141_1490236	10318	No terminal repeats	6	11	0.7029	NA	0	0.8203	NA	NA
k141_971953	10313	No terminal repeats	7	11	0.8431	NA	0	0	NA	NA
k141_3457125	10295	No terminal repeats	10	11	0.9088	NA	0	1.0805	NA	NA
k141_893513	10291	No terminal repeats	13	11	0.7033	NA	0	0.7731	NA	NA
k141_294970	10279	No terminal repeats	13	11	0.7796	NA	0	0.5827	NA	NA
k141_2228298	10267	No terminal repeats	10	11	0.9807	NA	0	2.246	NA	NA
k141_1256760	10267	No terminal repeats	11	11	0.8872	NA	0	0.2217	NA	NA
k141_2696273	10264	No terminal repeats	8	11	0.8958	NA	0	0.8569	NA	NF033105
k141_1691899	10263	No terminal repeats	9	11	0.8455	NA	0	0.5045	NA	NA
k141_1076072	10232	No terminal repeats	10	11	0.8419	NA	0	1.6345	NA	NA
k141_182565	10229	No terminal repeats	14	11	0.946	NA	0	0.9495	NA	NA
k141_1904177	10229	No terminal repeats	9	11	0.891	NA	0	0.5503	NA	NA
k141_785513	10226	No terminal repeats	8	11	0.8547	NA	0	0.1506	NA	NA
k141_887612	10197	No terminal repeats	12	11	0.8865	NA	0	0.7491	NA	NA
k141_1500422	10165	No terminal repeats	8	11	0.8704	NA	0	0.7392	NA	NA
k141_3181725	10165	No terminal repeats	9	11	0.8612	NA	0	0.836	NA	NA
k141_601844	10157	No terminal repeats	12	11	0.9844	NA	0	3.5168	NA	NA
k141_972937	10141	No terminal repeats	14	11	0.8935	NA	0	3.3418	NA	NA
k141_1098879	10141	No terminal repeats	9	11	0.8657	NA	0	0.3258	NA	NA
k141_149069	10140	No terminal repeats	9	11	0.9097	NA	0	3.3471	NA	NA
k141_3121226	10130	No terminal repeats	9	11	0.9612	NA	0	0.5576	NA	NA
k141_1010386	10123	No terminal repeats	11	11	0.848	NA	0	0.1994	NA	NA
k141_733083	10120	No terminal repeats	11	11	0.9494	NA	0	1.9762	NA	NA
k141_1994754	10104	No terminal repeats	10	11	0.8486	NA	0	0.6232	NA	NA
k141_1928712	10102	No terminal repeats	15	11	0.9878	NA	0	2.0569	NA	NA
k141_2662599	10078	No terminal repeats	11	11	0.7217	NA	0	0.1736	NA	NA
k141_575203	10075	No terminal repeats	9	11	0.8837	NA	0	1.0363	NA	NA
k141_3588737	10051	No terminal repeats	9	11	0.9886	NA	0	2.8038	NA	NA
k141_2030263	10049	No terminal repeats	8	11	0.8973	NA	0	0.2738	NA	NA
k141_1498531	10033	No terminal repeats	12	11	0.9363	NA	0	1.8804	NA	NA
k141_1634475	10016	No terminal repeats	14	11	0.9884	NA	0	2.4407	NA	NA
k141_791461	10014	No terminal repeats	11	11	0.9745	NA	0	0.9596	NA	NA
k141_2076898	9982	No terminal repeats	9	11	0.9883	NA	0	1.4699	NA	NA
k141_3241902	9980	No terminal repeats	10	11	0.9407	NA	0	1.0153	NA	NA
k141_1186297	9973	No terminal repeats	8	11	0.739	NA	0	0.0628	NA	NA
k141_1607119	9966	No terminal repeats	7	11	0.8427	NA	0	0.4602	NA	NA
k141_47436	9965	No terminal repeats	12	11	0.9679	NA	0	2.7341	NA	NA
k141_2797311	9949	No terminal repeats	11	11	0.8998	NA	0	0.8456	NA	NA
k141_3376172	9948	No terminal repeats	8	11	0.9181	NA	0	1.3276	NA	NA
k141_2653949	9937	No terminal repeats	9	11	0.8849	NA	0	0.7661	NA	NA
k141_306847	9930	No terminal repeats	10	11	0.7512	NA	0	0.5632	NA	NA
k141_2447502	9926	No terminal repeats	13	11	0.992	NA	0	2.702	NA	NA
k141_3375011	9916	No terminal repeats	11	11	0.9773	NA	0	2.7359	NA	NA
k141_2163830	9907	No terminal repeats	11	11	0.9495	NA	0	0.4428	NA	NA
k141_3038240	9878	No terminal repeats	7	11	0.8299	NA	0	1.7222	NA	NA
k141_2946607	9870	No terminal repeats	8	11	0.9339	NA	0	0.6827	NA	NA
k141_871867	9858	No terminal repeats	18	11	0.9681	NA	0	1.9726	NA	NA
k141_317863	9849	No terminal repeats	11	11	0.9615	NA	0	1.6541	NA	NA
k141_614315	9838	No terminal repeats	6	11	0.8171	NA	0	0.5832	NA	NA
k141_3739779	9832	No terminal repeats	14	11	0.8971	NA	0	0.8219	NA	NF033087;NF033476
k141_97126	9828	No terminal repeats	11	11	0.7438	NA	0	2.4908	NA	NA
